date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:23	173/173	U-----	200	untouched ('OK')	text/plain	date:Mon,%2028%20Oct%202024%2008:02:06%20GMT	http://engo.test/robots.txt		(from )
15:23:26	127710/127710	U--MC-	200	updated ('OK')	text/html	date:Mon,%2028%20Oct%202024%2009:53:23%20GMT	http://engo.test/	C:/My%20Web%20Sites/engo/engo.test/	(from )
15:23:28	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2028%20Oct%202024%2009:53:27%20GMT	http://engo.test/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/engo/engo.test/wp-admin/admin-ajax.html	(from http://engo.test/)
15:23:28	0/0	---M--	200	added ('OK')	text/html	date:Mon,%2028%20Oct%202024%2009:53:26%20GMT	http://engo.test/wp-admin/admin-post.php	C:/My%20Web%20Sites/engo/engo.test/wp-admin/admin-post.php	(from http://engo.test/)
15:23:28	4913/4913	---M--	200	added ('OK')	text/css	etag:%221331-6252188bbfeb3%22	http://engo.test/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-extra-adv.min.css?ver=1730108142	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-extra-adv.min012b.css	(from http://engo.test/)
15:23:28	10845/10845	---M--	200	added ('OK')	text/css	etag:%222a5d-62586708a31d6%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-8-8.min.css?ver=1730108142	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-8-8.min012b.css	(from http://engo.test/)
15:23:29	5501/5501	U-----	200	untouched ('OK')	text/css	etag:%22157d-6251eb19a6f73%22	http://engo.test/wp-content/themes/hello-elementor/style.min.css?ver=3.1.1	C:/My%20Web%20Sites/engo/engo.test/wp-content/themes/hello-elementor/style.minb12b.css	(from http://engo.test/)
15:23:29	5146/5146	U-----	200	untouched ('OK')	text/css	etag:%22141a-6251eb19a9368%22	http://engo.test/wp-content/themes/hello-elementor/theme.min.css?ver=3.1.1	C:/My%20Web%20Sites/engo/engo.test/wp-content/themes/hello-elementor/theme.minb12b.css	(from http://engo.test/)
15:23:29	7212/7212	U-----	200	untouched ('OK')	text/css	etag:%221c2c-6251eb19a3e17%22	http://engo.test/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.1.1	C:/My%20Web%20Sites/engo/engo.test/wp-content/themes/hello-elementor/header-footer.minb12b.css	(from http://engo.test/)
15:23:29	7183/7183	U-----	200	untouched ('')	application/rss+xml	etag:%22684f54c0e70ee0b61f7d3566e29af793%22	http://engo.test/feed/	C:/My%20Web%20Sites/engo/engo.test/feed/	(from http://engo.test/)
15:23:29	60868/60868	U-----	200	untouched ('OK')	text/css	etag:%22edc4-62584bc45c1ac%22	http://engo.test/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1730101884	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/custom-frontend.minf489.css	(from http://engo.test/)
15:23:29	77/77	---M--	200	added ('OK')	text/css	etag:%224d-6251df10c901c%22	http://engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min52dd.css	(from http://engo.test/)
15:23:30	694/694	U-----	200	untouched ('')	application/rss+xml	etag:%22684f54c0e70ee0b61f7d3566e29af793%22	http://engo.test/comments/feed/	C:/My%20Web%20Sites/engo/engo.test/comments/feed/	(from http://engo.test/)
15:23:30	1691/1691	U-----	200	untouched ('OK')	text/css	etag:%2269b-62584bc4ba3e2%22	http://engo.test/wp-content/uploads/elementor/css/post-6.css?ver=1730101885	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-6feec.css	(from http://engo.test/)
15:23:30	130/130	---M--	200	added ('OK')	text/css	etag:%2282-6251df10c9fa2%22	http://engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min52dd.css	(from http://engo.test/)
15:23:30	254/254	U-----	200	untouched ('OK')	text/css	etag:%22fe-6251df0fe3a2d%22	http://engo.test/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/css/widget-image.min52dd.css	(from http://engo.test/)
15:23:30	106581/106581	---M--	200	added ('OK')	text/css	etag:%221a055-62586313ba11e%22	http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730108142	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-8012b.css	(from http://engo.test/)
15:23:31	26763/26763	U-----	200	untouched ('OK')	text/css	etag:%22688b-62584bc489c9d%22	http://engo.test/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.min.css?ver=1730101885	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.minfeec.css	(from http://engo.test/)
15:23:31	4875/4875	U-----	200	untouched ('OK')	text/css	etag:%22130b-6251df0fe8fe4%22	http://engo.test/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/css/widget-social-icons.min52dd.css	(from http://engo.test/)
15:23:31	7025/7025	U-----	200	untouched ('OK')	text/css	etag:%221b71-62584bc4533f4%22	http://engo.test/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1730101884	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/custom-apple-webkit.minf489.css	(from http://engo.test/)
15:23:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2009:53:30%20GMT	http://engo.test/contact-us	C:/My%20Web%20Sites/engo/engo.test/contact-us	(from http://engo.test/)
15:23:31	704/704	U-----	200	untouched ('OK')	text/css	etag:%222c0-6251df0feca53%22	http://engo.test/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/css/widget-text-editor.min52dd.css	(from http://engo.test/)
15:23:31	19862/19862	U-----	200	untouched ('OK')	text/css	etag:%224d96-6251df10d76d8%22	http://engo.test/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min0fd8.css	(from http://engo.test/)
15:23:32	93067/93067	U-----	200	untouched ('OK')	text/css	etag:%2216b8b-6251df0fdd8c8%22	http://engo.test/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min52dd.css	(from http://engo.test/)
15:23:32	198/198	U-----	200	untouched ('OK')	text/css	etag:%22c6-6251df10bc191%22	http://engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min52dd.css	(from http://engo.test/)
15:23:32	16471/16471	U-----	200	untouched ('OK')	text/css	etag:%224057-6251df1115b3c%22	http://engo.test/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://engo.test/)
15:23:33	10260/10260	U-----	200	untouched ('OK')	text/css	etag:%222814-6251df0fb5214%22	http://engo.test/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min52dd.css	(from http://engo.test/)
15:23:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2009:53:32%20GMT	http://engo.test/courses/engo-junior	C:/My%20Web%20Sites/engo/engo.test/courses/engo-junior	(from http://engo.test/)
15:23:33	9272/9272	U-----	200	untouched ('OK')	text/css	etag:%222438-62584bc4c2b3b%22	http://engo.test/wp-content/uploads/elementor/css/custom-pro-frontend.min.css?ver=1730101885	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/custom-pro-frontend.minfeec.css	(from http://engo.test/)
15:23:33	50286/50286	U-----	200	untouched ('OK')	text/css	etag:%22c46e-62584c71b7c6a%22	http://engo.test/wp-content/uploads/elementor/css/global.css?ver=1730102066	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/global72cf.css	(from http://engo.test/)
